index,prediction,ground_truth
21621,,cellular phone case
21626,blue,blue
21630,yellow,yellow
21638,black,black
21639,blue,blue
21647,blue,blue
21648,pink,pink
21650,black,black
21656,,phone case
21657,,cellular phone case
21659,yellow,yellow blue green pink orange red
21661,black girl magic,black
21662,red hearts,red
21663,red,red
21666,a phone case,phone case
21667,phone case,cellular phone case
21668,red,multicolored
21669,orange,orange
21671,,pink
21673,yellow,yellow
21675,black,pink black yellow white
21676,black and white,black
21679,red glitter,red
21681,,multicolor
21685,black,pink and black
21688,,cellular phone case
21700,multicolor,multicolored
21703,blue,blue
21708,gold,gold
21711,pink,pink
21713,,multicolor
21716,,cell phone case
21717,,cell phone case
21720,blue,blue
21721,purple,purple
21728,the basic category of this product is the phone case,phone case
21733,,black
21735,phone case,cellular phone case
21736,black,black
21737,,silicone
21738,,multicolor
21740,phone case,cellular phone case
21745,pink,pink
21746,black,black
21753,silicone,silicon
21763,pink,pink
21767,blue,blue
21769,blue,blue
21774,black,white and black
21776,purple crystals,purple
21777,blue,blue
21786,phone case,cell phone case
21792,phone case,cell phone case
21795,black,black
21796,black,black
21799,gold,gold
21800,phone case,cell phone case
21801,,multicolor
21803,,cellular phone case
21805,a phone case,phone case
21808,2,2
21824,orange,orange
21827,,plastic
21830,,plastic
21843,a phone case,phone case
21846,black,black
21847,red,red
21851,phone case,cell phone case
21853,green,green
21854,purple,purple
21855,black,black and red
21864,pink,pink
21866,blueberry,blue
21869,the product is a phone case with a girl in,phone case
21874,,multicolor
21883,black,black
21885,yellow,yellow
21895,blue,blue
21897,pink,pink
21898,black,black
21902,a phone case,phone case
21908,blue,blue
21910,phone case,cell phone case
21911,it is a colorful candy,colorful
21912,black,black
21919,,cellular phone case
21921,a,a
21923,purple,purple
21926,pink,pink
21936,red blue orange,blue
21938,red,red
21946,black,black
21947,blue,blue
21948,,black
21952,phone case,cellular phone case
21953,,black
21955,silicone,silicon
21960,,white
21962,pink,pink
21970,blue,blue
21974,phone case,cell phone case
21975,pink,pink
21976,,multicolor
21978,a phone case,phone case
21981,phone case,cell phone case
21985,plastic,plastic
21986,,multicolor
21988,it is pink,pink
21989,phone case,cell phone case
21995,orange,orange
21998,,white
22000,,silicon
22006,,multicolored
22010,blue,blue
22012,black and white,white
22015,blue,blue
22016,black and white,black
22017,pink butterfly,pink
22020,pink,pink
22022,blue glitter,blue
22025,,black
22028,red,red
22030,red blue white black gray,red
22034,blue orange red yellow green,blue
22036,blue,blue
22037,black,black
22038,pink,pink
22044,pink,pink
22045,red,red
22046,black,black
22047,,cellular phone case
22050,blue,blue
22055,black,black and red
22060,silicone,silicon
22061,purple,purple
22062,pink,pink
22063,,nokia
22066,blue,blue
22068,black,black
22071,blue,blue
22075,,cell phone case
22083,blue glitter anchor,blue
22085,its a blue and orange abstract painting,blue
22086,blue,blue and orange
22087,white,white
22088,orange,orange
22089,,cell phone case
22095,red,red
22104,purple,purple
22105,red green blue,red
22106,,cellular phone case
22107,yellow,yellow
22108,pink,pink
22117,blue,blue
22118,purple,purple
22123,phone case,phone case
22128,,multicolor
22131,,cellular phone case
22132,pink,pink and blue
22134,phone case,cellular phone case
22135,,pink black and white
22138,wood,wood
22139,purple,purple
22141,orange,orange
22144,green,green
22146,blue and pink marble,pink
22147,,white
22148,phone case,cellular phone case
22150,phone case,cellular phone case
22153,pink,pink
22164,yellow,yellow
22165,red,red
22166,pink,pink
22173,the wood grain is dark brown,brown
22181,black,black
22183,,wood
22185,phone case,cellular phone case
22186,black,black
22189,,silicon
22191,,roses
22193,pink,pink
22195,phone case,cellular phone case
22196,black,black
22200,plastic,plastic
22205,,multicolor
22216,,cell phone case
22217,pink,pink
22218,purple,purple
22219,,silicon
22221,phone case,cellular phone case
22227,purple,purple
22232,red,red
22233,,star and nut
22235,black,black
22238,black,black
22239,red,red
22247,phone case,cellular phone case
22248,blue,blue
22254,blue,blue
22255,rainbow,rainbow
22257,,cellular phone case
22258,black,black
22259,a phone case,phone case
22261,,cellular phone case
22264,,red
22270,,flowers
22272,red green blue yellow orange,red
22273,red and black,black
22275,black and white,black
22281,pink,pink
22288,green,green
22289,gold,gold
22291,blue,blue
22293,red blue white,blue
22299,,square
22304,iphone xs max case,iphone
22305,the case is in pink and blue,pink
22310,black,black
22311,blue,blue
22312,black,black
22316,red,red
22317,,pink
22318,blue flowers,blue
22320,pink flowers,pink
22321,blue,blue
22323,black,black
22325,blue red white,blue
22326,,blue
22327,,pink
22329,black,black
22340,blue flowers,blue
22364,yellow,yellow
22366,,cellular phone
22367,green,green
22371,red,red
22376,phone case,cell phone case
22384,black,black
22386,black and white,black and white
22387,red,red
22390,red,red
22393,red,red
22409,,motorola
22410,this is a phone case for samsung galaxy a,phone case
22411,red,red
22415,a phone case,phone case
22416,,cell phone
22421,,beige
22429,,cellular phone case
22431,,red white and blue
22434,black and white,black and white
22444,red,red
22449,pink,pink
22458,black,black
22463,black,black
22465,red,red
22466,blue,blue
22468,pink,pink
22470,black,black
22472,purple,purple
22473,,bear
22476,,leather
22481,red,red and white
22483,,red
22485,black,black
22486,red,red
22498,black,black
22502,white,white
22504,red,red and white
22505,silicone,silicon
22506,purple,purple
22507,red,red
22508,black,black
22509,red glitter,red
22511,pink,pink
22517,this is a phone case,phone case
22519,,multicolor
22526,,pink
22531,red and white,red
22538,black,black
22539,blue,blue and gold
22545,blue,blue
22547,,cell phone case
22552,pink,pink
22554,blue,blue
22556,black,gold and black
22559,red,red
22563,black,black
22565,brick,brick
22569,,cellular phone case
22571,pink,pink
22573,red,red
22577,yellow,yellow
22588,black,black and white
22590,red glitter,red
22598,black,black
22601,blue,blue
22602,blue,blue
22608,pink,pink
22611,,cell phone case
22613,multicolor,multicolor
22615,pink glitter,pink
22617,brown,brown
22622,pink,pink
22626,black,black
22629,black,black
22630,blue,blue
22632,black and white,white
22637,blue,blue
22641,multi colored circles,red
22644,green,green
22646,,cellular phone case
22647,red,red
22649,purple,purple
22650,black,black
22655,red,red
22657,,single clear answer based on the image and metadata provided
22661,red,red
22662,red green blue orange,red
22663,yellow,yellow
22666,samsung galaxy a5 2017,samsung galaxy a5
22675,red,red
22678,blue,blue
22681,black,black
22682,black and white,white
22688,purple,purple
22690,red yellow green and white,green
22701,,pink
22706,blue,blue
22711,phone case,cell phone case
22712,blue green yellow orange,blue
22714,brown and white,brown
22718,black,black and white
22722,red glitter,red
22723,a phone case,phone case
22724,phone case,cellular phone case
22727,,multicolor
22730,,cellular phone case
22731,black,black
22734,black,black and white
22736,red,red
22737,pink,pink
22738,orange,orange
22740,black,black
22742,black and white,black
22744,black,pink and black
22745,pink,pink
22751,blue,blue
22755,blue,blue
22756,black,black
22758,red yellow blue orange,yellow
22759,,black
22760,gold,gold
22763,black,black
22766,blue,blue
22768,black,black
22772,blue,blue
22778,10,10
22782,yellow,yellow
22788,pink,pink
22789,,brown
22793,black,black
22796,it is pink,pink
22801,red,red
22802,black,black and white
22803,black,black
22807,red glitter,red
22813,blue,blue
22814,yellow,yellow
22815,pink,pink
22816,blue,blue
22824,black,black
22826,tiger,tiger
22827,,nokia 71
22829,it is a black and pink floral pattern,pink
22831,blue,blue
22832,black,black
22837,phone case,cellular phone case
22839,black,black and blue
22840,red,red
22847,,canvas
22848,pink and blue,pink
22853,multicolor,multicolor
22855,pink,pink
22858,black and white,black
22860,,phone case
22861,black,black
22862,,multicolor
22863,purple,purple
22864,,cell phone case
22869,black,black
22876,plastic,plastic
22879,yellow,yellow
22880,,cellular phone
22886,pink,pink
22894,blue,blue
22898,black,black
22900,pink,pink
22901,phone case,phone case
22906,,cell phone case
22911,black,black
22919,purple,purple
22920,multicolor,multicolored
22921,orange,orange
22924,,cellular phone case
22935,phone case,cellular phone case
22942,black,black
22943,it is pink and gold,pink
22944,,cell phone case
22946,gold,gold
22952,blue,blue
22959,purple,purple
22961,black,black and white
22964,cat,cat
22966,phone case,cellular phone case
22967,red,red
22971,phone case,cellular phone case
22988,red,red
22994,it is a square,square
22996,,cellular phone case
22997,plastic,plastic
22998,orange,orange
22999,pink,pink
23008,red glitter,red
23010,rainbow stars,rainbow
23012,black,black
23016,black,black
23017,green,green
23018,pink and blue,pink and blue
23020,black,black
23026,red,red
23031,pink,pink
23032,black,black
23033,,phone case
23037,phone case,cell phone case
23044,,cellular phone case
23045,pink,pink
23048,blue butterflies,blue
23049,black and white,black and white
23055,black and white,black and white
23057,gold,gold
23063,black,pink and black
23069,blue,blue
23071,,multicolor
23080,black and white,black and white
23084,,cell phone case
23090,pink,pink
23091,,blue white purple
23099,red,red
23109,red,red
23113,pink,pink
23115,a phone case,phone case
23121,red,red
23122,orange,orange
23129,,cell phone case
23131,blue denim,blue
23134,pink,pink purple silver
23137,pink,pink
23143,,micromax bharat 3 q437
23144,,motorola
23146,purple,purple
23153,a phone case,phone case
23154,iphone 6s plus,iphone 6s
23156,it is a tiger,tiger
23165,purple,purple
23166,,motorola one vision
23167,,samsung
23168,blue,blue
23169,,multicolor
23170,,black
23171,,canvas
23175,pink,pink
23181,pink,pink
23183,red,red
23187,,multicolor
23190,,cellular phone case
23191,red,red
23195,,cellular phone case
23196,pink,pink
23197,gold,gold
23199,red,red
23202,red,red
23205,red,red
23206,pink,pink
23207,blue,blue
23210,plastic,plastic
23211,plastic,plastic
23217,phone case,cellular phone case
23218,,blue red white
23219,green,green
23221,red,red
23222,black,black
23223,green,green
23226,blue,blue
23231,,silicon
23242,black,pink and black
23247,,cellular phone case
23250,a phone case,phone case
23252,,pink
23254,,multicolor
23255,multicolored,multicolored
23258,pink,purple pink blue
23259,pink,pink
23261,plastic,plastic
23264,red,red
23265,,pink
23274,,multicolor
23275,blue,blue
23277,gold,gold
23280,,cellular phone case
23283,orange,orange
23288,phone case,cellular phone case
23291,black,black
23293,phone case,cellular phone case
23294,black,black
23297,blue,blue
23300,red,red
23303,blue,blue
23307,rainbow,rainbow
23310,,multicolor
23314,black,black
23318,a phone case,phone case
23331,black,black
23334,,cellular phone case
23335,phone case,cell phone case
23337,,multicolor
23340,a phone case,phone case
23341,red blue orange,blue
23342,pink and blue,pink
23344,black,black
23347,blue,blue
23348,red,red
23349,black,black
23352,blue,blue
23354,phone case,cellular phone case
23360,a phone case,phone case
23367,orange,orange
23371,black,black and white
23376,red glitter,red
23377,phone case,cellular phone case
23378,,blue
23379,phone case,cellular phone case
23380,brown,brown
23386,black,black
23392,red,red
23397,,brown
23401,blue,blue
23402,red,red
23405,,brown
23407,blue,blue
23408,purple,purple
23410,red,red
23415,red,red
23417,blue,blue
23420,pink,pink
23424,pink,pink
23427,space,space
23428,black,black
23429,yellow,yellow
23430,,multi
23437,black,black
23439,,phone case
23440,blue,blue
23451,it is a phone case,phone case
23453,black,black
23457,red yellow blue orange green,blue
23460,pink,pink
23465,pink,pink
23470,black,black
23472,red,red
23473,,blue
23474,pink glittery gold,pink
23477,a cell phone case,cell phone case
23482,red roses,red
23484,red,red
23488,,cell phone case
23490,blue glitter,blue
23494,orange,orange
23495,red,red
23497,blue orange red,blue
23498,red,red
23503,black,black
23506,,pink
23507,,cellular phone case
23513,red,red
23516,,silicon
23519,black,black
23522,black,gold and black
23523,blue,blue
23525,pink,pink
23528,,wood
23529,blue butterfly,blue
23530,brown,brown
23532,plastic,plastic
23535,purple,purple
23536,blue,blue
23539,pink and blue,pink
23540,green,green
23544,rainbow fish scales,rainbow
23546,blue,blue
23552,pink,pink
23556,red blue black white grey,blue
23560,blue,blue
23569,,multicolor
23575,red,red
23580,black,black
23585,black,black and white
23587,starry night,starry
23589,blue,blue
23596,black,black
23601,,cellular phone case
23605,black,black
23612,blue,blue
23614,,cellular phone case
23615,a phone case,phone case
23623,blue,blue
23624,red,multicolored
23625,pink,pink
23626,orange,orange
23634,orange,orange
23635,red,red
23639,red,red
23642,pink,pink
23645,black,black
23649,,plastic
23650,this is a mobile phone case,phone case
23651,red yellow blue green,blue
23654,blue,blue
23656,green,green
23658,blue,blue
23661,,artwork
23668,red yellow blue pink green,yellow
23669,gold,gold
23675,blue,blue
23677,phone case,cellular phone case
23678,phone case,cellular phone case
23684,red,red
23689,phone case,cellular phone case
23692,,multicolor
23693,plastic,plastic
23699,blue,blue
23703,,cellular phone case
23709,black,black
23710,red green yellow,yellow
23712,pink,pink
23713,blue,blue
23716,phone case,cellular phone case
23721,red,red
23731,multicolor,multicolor
23732,black,black
23733,black and white,white
23736,black,black
23738,black and white,white
23739,the color of the product is red,red
23744,,huawei p9 lite
23745,blue moon,blue
23747,a phone case,phone case
23749,,cellular phone case
23751,blue,blue
23752,red,red
23755,black,black
23757,blue,blue
23760,,phone case
23762,black,black and white
23769,phone case,cell phone case
23770,red cardinal,red
23773,,single word only
23780,pink,pink
23781,red,red
23783,black,black
23785,black,black
23787,the product is available in black color,black
23788,,red
23796,blue,blue
23802,red,red
23808,,multicolor
23809,red,red
23814,purple flowers,purple
23815,blue,blue
23817,red,red
23821,black,black
23825,pink,pink
23828,red and black,red
23832,rainbow,rainbow
23833,black,black
23836,blue,blue
23837,phone case,cellular phone case
23842,,cellular phone case
23843,a phone case,phone case
23846,red,red
23847,,samsung galaxy s10
23848,pink,pink
23849,black,black
23850,brown,brown
23853,pink,pink
23859,pink,pink
23862,red,red
23865,,multicolor
23866,the product is available in the color pink,pink
23868,purple flowers,purple
23872,pink,pink
23876,,cellular phone case
23880,,cellular phone case
23883,phone case,cell phone case
23884,,cellular phone case
23885,black and white,black
23886,multicolor,multicolor
23889,pink and blue,pink
23893,,cellular phone case
23896,phone case,cellular phone case
23899,,cell phone case
23900,blue flowers,blue
23902,blue,blue
23906,pink glitter,pink
23910,pink,pink
23912,blue,blue
23916,black,black
23917,pink,pink
23922,black,black
23927,phone case,cellular phone case
23928,blue,blue
23929,,brown
23935,purple,purple
23940,red cardinal,red
23941,phone case,cellular phone case
23947,,cellular phone case
23953,purple flowers,purple
23954,black and white,black
23955,pink,pink
23960,black,black
23964,,multicolor
23970,phone case,cellular phone case
23973,,red blue pink
23982,,leather
23985,blue,blue
23990,black and white,black and white
23992,black,black
23997,red yellow blue green,yellow
24001,black,pink black white
24003,black,black
24007,blue,blue
24014,red,red
24015,blue,blue
24018,,cell phone case
24023,orange,orange
24024,ferris wheel,ferris wheel
24028,yellow,yellow
24029,,canvas
24031,pink,pink
24037,blue,blue and silver
24038,black,black
24044,blue,blue
24050,donut,donut
24054,coffee cup,coffee cup
24055,black,black
24060,red,red
24066,blue,blue
24067,blue,blue
24070,it is pink,pink
24075,black,black
24076,pink,pink
24077,pink,pink
24082,blue,blue
24083,,plastic
24084,the bird is white,white
24085,,pink
24087,,samsung galaxy s4 gt i9500
24090,black,black and white
24095,,blue
24096,,white pink and blue
24098,red and black,red
24103,,multicolor
24104,motorcycle,motorcycle
24106,red,red
24115,it is a rainbow heart,rainbow
24116,orange,orange
24120,gold,gold
24127,yellow,yellow
24133,blue,blue
24134,it is a blue heart,blue
24139,black,black
24143,red glitter glitter case for samsung galaxy s9,red
24146,blue,blue
24148,orange,orange
24150,phone case,cellular phone case
24153,,multicolor
24155,blue,blue
24160,black,black
24167,blue,blue
24168,it is a rainbow glitter,rainbow
24169,,brown
24170,blue,blue
24172,case for iphone 5c,case
24173,red,red
24179,,silicone
24180,gold,gold
24181,red,red
24183,black,black and white
24186,,red
24190,red,red
24191,yellow,yellow
24193,black,black
24203,pink,pink
24204,black,black
24213,red,red
24215,red,red
24221,pink,pink
24223,artistic mobile phone case,phone case
24225,red and black,red and black
24227,pink,pink
24236,pink,pink
24237,,brown
24241,blue,blue
24243,black,black
24247,black and white,white
24249,phone case,cell phone case
24252,blue,blue
24255,case,cellular phone case
24257,purple,purple
24263,black and white,black
24265,phone case,cellular phone case
24268,red roses,red
24269,,multicolor
24270,plastic,plastic
24271,,samsung galaxy s7 edge
24275,pink,pink
24281,wood,wood
24284,black,black
24287,phone case,cellular phone case
24293,purple,purple
24294,red,red
24296,pink,pink
24299,red,red
24300,,sony xperia z2 cellular phone case
24301,blue,blue
24303,phone case,cellular phone case
24305,gold,gold and black
24308,samsung galaxy a50,samsung
24322,pink and blue,pink
24328,blue,blue
24340,phone case,cellular phone case
24344,purple,purple
24345,u,square
24346,red,red
24348,blue,blue
24350,black,black
24352,gold,gold
24354,black,black
24355,purple,purple
24356,pink,pink
24362,,cellular phone case
24368,phone case,cellular phone case
24372,blue,blue and yellow
24374,red,red
24376,brown,brown
24382,red green yellow,yellow
24386,phone case,cellular phone case
24390,red hearts,red
24392,,cellular phone case
24393,,pink
24398,black,black
24400,blue,blue
24402,green,green
24403,,silicon
24405,yellow,yellow
24406,blue flowers,blue
24408,pink,pink
24409,black,black
24410,yellow,yellow
24421,blue,blue
24423,blue,blue
24429,phone case,cellular phone case
24430,,plastic
24436,red,red
24438,phone case,cell phone case
24442,red,red
24443,black,black
24446,red,red
24449,yellow,yellow
24451,black,black
24454,blue,blue
24458,pink and blue,blue
24460,phone case,cellular phone case
24462,pink,pink
24463,plastic,plastic
24469,iphone xr case,iphone
24470,black,black
24473,pink,pink
24475,,quotes
24476,red,red
24477,,cell phone case
24478,blue,blue
24480,red,red
24481,red hearts,red
24484,blue,blue
24485,blue,blue
24486,it is a phone case,phone case
24488,2,2
24489,black,black
24490,pink,pink
24492,red and black,red
24494,red,red
24495,black,black
24498,,other
24502,blue,blue
24504,peacock,peacock
24505,black,black
24512,red,red
24515,a phone case,phone case
24521,black,black
24527,purple flowers,purple
24533,silicone,silicone
24536,,silicon
24539,white,white
24540,,cellular phone case
24541,phone case,cellular phone case
24542,red,red
24544,blue,blue
24545,red blue orange,red
24547,pink,pink
24550,pink,pink
24552,pink,pink
24554,,phone case
24557,pink flowers,pink
24562,,yellow
24569,blue,blue
24574,red and black,red
24578,pink,pink
24579,red,red
24582,,red and blue
24584,red,red
24585,orange,orange
24587,phone case,cellular phone case
24593,black,black
24599,,multicolor
24600,dark brown,brown
24603,,brown
24606,orange,orange
24607,black,black
24609,pink,pink
24610,blue,blue
24611,blue,blue
24618,blue,blue
24621,blue,blue
24622,pink,pink
24628,,cellular phone case
24631,silicone,silicon
24633,purple,purple
24636,black,black
24640,,silicon
24643,red yellow blue green orange,red
24644,multicolor,multicolor
24645,orange,orange
24647,blue,blue
24648,orange,orange
24651,multicolored,multicolor
24654,,phone case
24659,,cell phone case
24668,phone case,cellular phone case
24672,pink,pink
24673,black,black
24677,black,black
24682,red leaves,red
24683,,cellular phone case
24686,black,black
24695,pink,pink
24697,black and white,black
24698,pink,pink
24700,this product is available in black brown red,brown
24708,,multicolor
24709,black,black
24712,red black and white,red
24714,blue,blue
24717,black,black
24721,pink,pink
24723,purple flowers,purple
24725,red,red
24727,pink,pink
24741,phone case,cellular phone case
24743,black,black
24745,blue,blue
24748,pink,pink
24751,black and white,black
24752,a phone case,phone case
24754,blue,blue
24755,pink,pink
24757,pink,pink
24764,black,black
24766,dark brown,brown
24768,,multicolor
24788,blue,blue
24795,phone case,cellular phone case
24798,rainbow fish scales,rainbow
24801,black,black
24803,,multicolor
24805,blue,blue
24811,blue,blue
24813,phone case,cellular phone case
24828,blue,blue
24834,yellow,yellow
24835,,cell phone case
24839,,samsung
24841,blue,blue
24843,rainbow scales,rainbow
24847,purple flowers,purple
24850,,plastic
24854,,pink
24855,silicone,silicone
24858,red,red pink and blue
24861,,girlie
24863,red,red
24868,orange,orange
24869,black and white,black and white
24870,pink,pink
24871,blue,blue
24879,red,red black white
24880,yellow,yellow
24881,red,red and yellow
24883,the tree stump,tree
24892,phone case,cellular phone case
24897,phone case,cellular phone case
24901,heart,heart
24908,pink,pink
24909,black,black
24917,orange,orange
24919,blue denim,blue
24924,red brick,red
24929,,cell phone case
24930,brown,brown
24932,,multicolor
24933,black and white,black
24940,,silicon
24941,blue,blue
24942,black,pink and black
24944,black,black
24953,phone case,cellular phone case
24956,blue,blue
24957,blue,blue
24958,10,10
24961,red,red
24963,red blue yellow orange green,blue
24964,iphone 7 plus case,case
24966,pink,pink
24968,black,black
24970,red,red
24972,red,red
24973,pink,pink
24974,red blue yellow orange,red
24976,blue,blue
24982,,cellular phone case
24988,pink,pink
24989,yellow,pink black yellow and white
24993,red blue yellow orange,red
24995,red,red
24996,red,red
25002,yellow,yellow
25004,plastic,plastic
25006,this is a phone case,phone case
25008,pink,pink
25010,blue,blue
25011,black,black
25012,black,black
25019,black,black and white
25020,,silicon
25022,this is a pink bear phone case,bear
25024,case,cellular phone case
25036,white,white
25038,phone case,cell phone case
25040,orange,orange
25043,black,black
25044,red glitter,red
25047,phone case,cell phone case
25048,black,black
25052,red,multicolored
25056,,leather
25057,red,red
25060,pink,pink
25063,phone case,cellular phone case
25064,phone case,phone case
25067,,red
25069,,phone case
25072,it is a phone case,phone case
25075,blue,blue
25080,pink,pink
25082,red,red
25083,black and white,black
25087,,blue
25091,blue,blue
25094,silicone,silicone
25102,red green yellow,yellow
25105,blue,blue
25106,,multicolor
25114,,cell phone
25120,,orange
25121,rainbow glitter,rainbow
25124,phone case,cellular phone case
25126,black,black
25129,black and white,white
25132,red,red
25134,pink,pink
25136,blue,blue
25137,mobile phone case,phone case
25139,red,red
25142,blue,blue
25146,brown,brown
25147,red and black,red
25151,phone case,cellular phone case
25153,gold,gold
25163,orange,orange
25166,pink and gold stripes,pink and gold
25170,purple flowers,purple
25175,blue,blue
25182,black,black
25183,,cellular phone case
25185,blue,blue
25191,blue,blue
25199,,cellular phone case
25204,phone case,cellular phone case
25206,,skeleton
25207,black,black
25212,blue,blue
25215,it is red blue and orange,orange
25231,red,red
25232,purple flowers,purple
25239,panda,panda
25243,,multi colored
25246,,cell phone case
25248,,cell phone case
25250,,samsung
25254,phone case,cellular phone case
25258,red blue orange,red
25260,it is pink,pink
25262,blue and yellow parrot,blue
25265,phone case,cellular phone case
25266,pink,pink
25267,,black
25268,it is pink,pink
25271,,gold
25274,,cellular phone case
25275,black,black
25276,,pink
25277,gold,gold
25279,black,black
25280,gold,gold
25281,blue,blue
25284,phone case,cellular phone case
25286,blue,blue
25294,black,black
25296,phone case,cellular phone case
25297,pink,pink
25300,red,red
25301,,multicolor
25305,,multicolored
25307,mobile phone case,phone case
25309,phone case,cell phone case
25312,red blue yellow orange,blue
25313,pink flowers,pink
25316,,red
25320,red roses,red
25321,pink,pink
25326,,orange
25328,silicone,silicon
25332,purple,purple
25336,,cell phone case
25339,orange,orange
25340,,brown
25348,blue flowers,blue
25350,red,red
25357,blue,blue
25359,pink,pink
25361,red,red
25366,black,black
25375,blue,blue
25380,black and white,black and white
25381,pink,pink
25387,pink,pink
25395,black,black
25396,a phone case,phone case
25402,brown,brown
25403,,singleword answer only
25409,it is a black and white tiger,tiger
25413,black,black
25416,red,red
25419,yellow,yellow
25422,black,black
25425,blue,blue
25426,phone case,cellular phone case
25428,mobile phone case,phone case
25430,a phone case,phone case
25435,plastic,plastic
25437,plastic,plastic
25442,,cell phone case
25445,black,black
25451,,plastic
25453,black,black
25454,red blue white pink green,red
25457,mobile phone case,phone case
25458,red,red
25459,purple and green,purple
25461,black,black and white
25462,,cell phone case
25464,,other
25465,,phone
25466,black,black
25474,gold,gold
25477,orange,orange
25480,,cell phone case
25490,black,black
25493,phone case,cellular phone case
25494,,cellular phone case
25496,clear,clear
25500,pink,pink
25502,blue,blue
25503,phone case,phone case
25505,,cellular phone case
25506,pink,pink
25509,blue,blue
25510,black,black
25512,orange,orange
25515,black,black
25520,black,black
25522,phone case,cell phone case
25527,,single word only
25528,red,red blue and white
25529,,multicolor
25530,,multicolor
25532,black,black
25535,black,black
25537,rainbow stars,rainbow
25543,red,red
25558,phone case,cellular phone case
25568,,silicon
25571,blue,blue
25576,,pink
25578,it is a pink phone case with a flower,pink
25579,red,red
25580,red,red
25582,red,red
25591,,cellular phone case
25592,blue,blue
25595,phone case,cellular phone case
25600,silver,silver
25601,black and white,black
25602,blue,blue
25607,blue,blue
25608,pink,pink
25609,phone case,phone case
25616,black,black
25620,red,red
25627,pink,pink
25629,orange,orange
25631,blue,blue
25633,purple,purple
25639,,square
25644,blue,blue
25648,silicone,silicon
25653,black,black
25654,,cellular phone case
25657,gold,gold black and yellow
25660,brown,brown
25676,,marble
25686,,black
25695,blue,blue
25696,orange,orange
25700,red,red
25701,,red white and blue
25702,purple,purple
25704,,silicon
25710,red,red
25713,red,red
25715,red,red
25716,black,black and white
25717,black,black
25719,purple flowers,purple
25720,pink,pink
25730,phone case,cellular phone case
25733,orange,orange
25734,,leather
25736,phone case,cell phone case
25740,,cell phone case
25741,red,red
25745,purple flowers,purple
25746,blue butterfly,blue
25747,red,red
25748,blue,blue
25754,,phone case
25760,phone case,cell phone case
25762,black,black
25765,gold,gold
25769,blue,blue
25773,phone case,cellular phone case
25775,red,red
25776,red,red
25779,artistic mobile phone case,phone case
25786,,cellular phone case
25791,pink flower,pink
25792,black,black
25793,orange,orange
25795,red,red
25796,black,white and black
25798,pink,pink
25801,phone case,cellular phone case
25802,,blue
25804,blue,blue
25805,blue,blue
25817,a phone case,phone case
25823,blue,blue
25825,phone case,cell phone case
25827,,multicolor
25834,blue,blue
25838,phone case,cellular phone case
25843,blue,blue
25845,phone case,cell phone case
25848,blue,blue
25849,pink,pink
25852,mobile phone case,phone case
25854,,clear
25855,rainbow,rainbow
25858,red,red
25860,gold,gold
25866,balloons,balloon
25869,red roses,red
25872,,cellular phone case
25873,,multicolored
25880,yellow,yellow
25884,red mushroom,red
25895,it is pink,pink
25896,,cellular phone case
25897,blue,blue
25898,pink,pink
25914,,silicon
25916,blue,blue
25918,red,red
25922,,other
25928,red,red
25930,pink,pink
25932,blue,blue
25938,phone case,cellular phone case
25943,black,black
25949,red roses,red
25950,phone case,cell phone case
25952,blue,blue
25957,pink,pink
25961,red glitter,red
25963,black,black
25965,pink,pink
25974,red yellow black white and gold,red
25976,purple flowers,purple
25983,pink,pink
25988,pink,pink
25989,blue,blue
25997,blue,blue
26003,purple,purple
26004,heart,heart
26005,blue denim,blue
26008,a phone case,phone case
26021,black,black
26027,black,black
26031,pink,pink
26036,red,red
26037,blue and orange,orange
26038,red glitter,red
26042,phone case,cellular phone case
26044,red,red
26046,pink,pink
26050,black,black
26051,orange blue green,blue
26052,pink,pink
26054,pink,pink
26063,black,yellow and black
26064,,cellular phone case
26070,blue,blue
26078,pink,pink
26079,,other
26081,blue moon,blue
26082,,cellular phone case
26086,pink,pink
26088,silicone,silicon
26090,red,pink red blue and white
26096,orange,orange
26097,phone case,cellular phone case
26100,black,black
26101,red,red
26110,,silicon
26121,it is a pink case with a girls face,pink
26123,pink,pink
26126,orange,orange
26128,yellow with pink stars,pink
26137,red brick,red
26138,red,multicolored
26142,black,black
26144,a phone case,phone case
26146,pink and blue,pink and blue
26148,,black
26149,,cell phone case
26152,black,black
26153,,gold
26157,black,black
26159,yellow,yellow
26163,black,black
26165,blue,blue
26170,phone case,cellular phone case
26173,phone case,cell phone case
26174,,multicolor
26176,pink,pink
26179,pink,pink
26181,the design is a black and white pattern,pattern
26183,a phone case,phone case
26187,black and white,black and white
26189,black,black
26191,,other
26192,black,black
26193,,silicon
26195,blue,blue
26199,phone case,cell phone case
26201,blue,blue
26202,green leaves,green
26204,,pink blue and white
26206,blue,blue
26211,,cell phone case
26213,red and white,red and white
26215,red,red
26217,black,black
26219,black,black
26224,purple,purple
26227,pink,pink
26228,,brown
26232,phone case,cellular phone case
26239,yellow,yellow
26244,black and white,black and white
26245,pink,pink
26247,a phone case,phone case
26248,it is blue and pink,pink
26251,purple yellow blue pink,pink
26253,,cell phone case
26260,this is a mobile phone case,phone case
26261,phone case,cellular phone case
26268,phone case,cell phone case
26270,pink,pink
26271,silicone,silicon
26274,,headphone
26276,red roses,red
26282,blue,blue
26287,blue,blue
26295,phone case,cellular phone case
