path,generated_question,generated_answer,raw_model_output,model_prediction,cleaned_prediction,cleaned_ground_truth
00/00e65c6a.jpg,What is the main color of this product?,Gold,['Question: What is the main color of this product? Answer: Gold\n'],Gold,gold,gold
5b/5b268d84.jpg,What is the material of this product?,Wood,['Question: What is the material of this product? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,wood
09/098ff246.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case for the phone\n'],This is a phone case for the phone,this is a phone case for the phone,cellular phone case
8f/8f4a3806.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer:\n'],,,cell phone case
7e/7e96c33b.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: Motorola moto g5s plus case\n'],Motorola moto g5s plus case,motorola moto g5s plus case,cell phone case
90/9089add7.jpg,What is the main color of the case?,Multi-colored,['Question: What is the main color of the case? Answer: Multicolor\n'],Multicolor,multicolor,multicolored
47/47d7a9f5.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: mobile phone case\n'],mobile phone case,mobile phone case,cellular phone case
92/9228a6f6.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: girl boss\n'],girl boss,girl boss,cellular phone case
a6/a6944e7e.jpg,What color is the phone case in this image?,Gray,['Question: What color is the phone case in this image? Answer: Red\n'],Red,red,gray
de/de7cc4a2.jpg,What material is this cell phone case made of?,Plastic,['Question: What material is this cell phone case made of? Answer: Red heart pattern\n'],Red heart pattern,red heart pattern,plastic
5c/5c78ae32.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: I am me and I want to change the world'],I am me and I want to change the world,i am me and i want to change the world,cellular phone case
9d/9d3e7787.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
e8/e8480537.jpg,What color is the cat on the phone case?,Purple,['Question: What color is the cat on the phone case? Answer: purple\n'],purple,purple,purple
f1/f191261c.jpg,What type of product is this?,Phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,phone case
41/4163fa38.jpg,What color is this phone case?,Black,['Question: What color is this phone case? Answer: Black\n'],Black,black,black
51/5143a1a5.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: iphone case\n'],iphone case,iphone case,cell phone case
34/34b406d4.jpg,What type of product is this?,Phone case,['Question: What type of product is this? Answer: This is a mobile phone case\n'],This is a mobile phone case,this is a mobile phone case,phone case
b5/b56c3677.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
c6/c66cc901.jpg,What color is the phone case in this image?,Multicolor,['Question: What color is the phone case in this image? Answer: Blue\n'],Blue,blue,multicolor
38/3889b934.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
ee/ee7bbfe1.jpg,What is the main color of the case?,Rainbow,['Question: What is the main color of the case? Answer:\n'],,,rainbow
60/602119e3.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cellular phone case
75/75d67dd0.jpg,What type of product is this?,Cellular_phone_case,['Question: What type of product is this? Answer: Motorola moto g4 plus cases\n'],Motorola moto g4 plus cases,motorola moto g4 plus cases,cellular phone case
1d/1d14ce27.jpg,What type of product is this?,cellular phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
58/58b1fc53.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
75/75553247.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
30/30ba7c6e.jpg,What type of phone case is this?,Motorola,['Question: What type of phone case is this? Answer: doctor\n'],doctor,doctor,motorola
9a/9a525938.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cell phone case
db/db9ba482.jpg,What is the main color of this product?,Multicolor,['Question: What is the main color of this product? Answer: Red\n'],Red,red,multicolor
76/7665bc61.jpg,What is the color of this cell phone case?,Red,['Question: What is the color of this cell phone case? Answer: Red\n'],Red,red,red
7b/7b1a3a0f.jpg,What is the main color of the case in the image?,Red,"['Question: What is the main color of the case in the image? Answer: Red, Blue, Yellow\n']","Red, Blue, Yellow",red blue yellow,red
1b/1b30e84c.jpg,What color is the phone case?,Red,['Question: What color is the phone case? Answer: Red and pink\n'],Red and pink,red and pink,red
6c/6c7a59bb.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case for the motorola m'],This is a phone case for the motorola m,this is a phone case for the motorola m,cellular phone case
72/72d3b443.jpg,What is the main color of this phone case?,Brown,['Question: What is the main color of this phone case? Answer: yellow\n'],yellow,yellow,brown
34/34bb14be.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Butterfly\n'],Butterfly,butterfly,cellular phone case
33/3384d7be.jpg,What is the color of the case in this image?,Blue,['Question: What is the color of the case in this image? Answer: Blue\n'],Blue,blue,blue
01/01d0256d.jpg,What color is the case in the image?,Black,['Question: What color is the case in the image? Answer: Red\n'],Red,red,black
87/8715a747.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
68/68424dab.jpg,What color is the candle in the image?,Red,['Question: What color is the candle in the image? Answer: Red\n'],Red,red,red
a6/a6a95665.jpg,What color is this cell phone case?,Black,['Question: What color is this cell phone case? Answer: Black\n'],Black,black,black
2a/2ad12f45.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
ec/ec4cba80.jpg,What is the main color of this phone case?,Black,['Question: What is the main color of this phone case? Answer: Black\n'],Black,black,black
26/26b8d61b.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Case for sony xperia z3 compact\n'],Case for sony xperia z3 compact,case for sony xperia z3 compact,cellular phone case
1f/1fc6d888.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Pencils\n'],Pencils,pencils,cellular phone case
14/14b630d0.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cell phone case
30/30067066.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cellular phone case
51/51044790.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Hello Kitty\n'],Hello Kitty,hello kitty,cellular phone case
97/975ba075.jpg,What is the main color of the phone case?,Pink,['Question: What is the main color of the phone case? Answer: Hello Kitty\n'],Hello Kitty,hello kitty,pink
89/89650f42.jpg,What color is this product?,Blue,['Question: What color is this product? Answer: This product is white\n'],This product is white,this product is white,blue
5b/5befa3af.jpg,What is the main color of the case?,Red,['Question: What is the main color of the case? Answer: Red\n'],Red,red,red
96/9638bd32.jpg,What is the main color of the product?,Black,['Question: What is the main color of the product? Answer: Black\n'],Black,black,black
87/878f0724.jpg,What color is this product?,Multi-colored,['Question: What color is this product? Answer: it is a colorful candy\n'],it is a colorful candy,it is a colorful candy,multicolored
ad/ad1b79ef.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: iphone xs max case\n'],iphone xs max case,iphone xs max case,cell phone case
b9/b92be9b0.jpg,What color is the phone case in this image?,Blue,['Question: What color is the phone case in this image? Answer: blue\n'],blue,blue,blue
61/619ab4a9.jpg,What is the main color of this product?,Gold,['Question: What is the main color of this product? Answer: Gold\n'],Gold,gold,gold
a7/a71ec160.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Gift box\n'],Gift box,gift box,cellular phone case
6b/6b3c6e0d.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
ba/baae98bf.jpg,What is the main color of this cell phone case?,Red,['Question: What is the main color of this cell phone case? Answer: Red\n'],Red,red,red
c8/c8aec0e4.jpg,What is the color of this case?,Blue,['Question: What is the color of this case? Answer: it is a wood\n'],it is a wood,it is a wood,blue
4d/4d06b4d8.jpg,What color is this case?,Pink,['Question: What color is this case? Answer: pink glitter\n'],pink glitter,pink glitter,pink
96/969df686.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: queen glitter phone case\n'],queen glitter phone case,queen glitter phone case,cellular phone case
d5/d54efe0e.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
09/097309d3.jpg,What is the main color of the product?,Black,['Question: What is the main color of the product? Answer: Black\n'],Black,black,black
0b/0be8a5b0.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cellular phone case
67/6727521f.jpg,What color is the phone case?,Pink,['Question: What color is the phone case? Answer: pink\n'],pink,pink,pink
2f/2f1d36d8.jpg,What color is the cellular phone in the image?,Yellow,['Question: What color is the cellular phone in the image? Answer: Orange\n'],Orange,orange,yellow
c5/c505a16c.jpg,What is the main color of this phone case?,Multicolor,['Question: What is the main color of this phone case? Answer: yellow\n'],yellow,yellow,multicolor
08/08ddf707.jpg,What brand is the phone case associated with?,Motorola,['Question: What brand is the phone case associated with? Answer: Motorola\n'],Motorola,motorola,motorola
b3/b386ddfb.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case with a colorful abstract painting'],This is a phone case with a colorful abstract painting,this is a phone case with a colorful abstract painting,cellular phone case
d3/d32b82d6.jpg,What is the main visible object in this image?,Phone case,['Question: What is the main visible object in this image? Answer: Flowers\n'],Flowers,flowers,phone case
85/8573526d.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
c6/c6baa36c.jpg,What is the main color of this product?,Blue,['Question: What is the main color of this product? Answer: Blue\n'],Blue,blue,blue
79/79bf2f9f.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
3f/3f7fca9d.jpg,What color is the phone case?,Multi-color,['Question: What color is the phone case? Answer: Black\n'],Black,black,multicolor
5b/5b117e6e.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cell phone case
49/49777a5e.jpg,What color is this phone case?,Black,['Question: What color is this phone case? Answer: Black\n'],Black,black,black
f1/f17cfa52.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A mobile phone case\n'],A mobile phone case,a mobile phone case,cellular phone case
23/237debdf.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A dog\n'],A dog,a dog,cellular phone case
f1/f1d1ee71.jpg,What color is the product?,Rainbow,['Question: What color is the product? Answer: The product is a colorful pencil\n'],The product is a colorful pencil,the product is a colorful pencil,rainbow
df/df2917cc.jpg,What type of phone is this?,Iphone,['Question: What type of phone is this? Answer: iphone 11 pro case\n'],iphone 11 pro case,iphone 11 pro case,iphone
08/0865aefd.jpg,What color is the phone case in the image?,Black,['Question: What color is the phone case in the image? Answer: White\n'],White,white,black
ee/eefb14a9.jpg,What is the main color of this product?,Black,['Question: What is the main color of this product? Answer: Black\n'],Black,black,black
59/59c1154d.jpg,What is the color of the phone case in the image?,Black,['Question: What is the color of the phone case in the image? Answer: Black\n'],Black,black,black
49/492031c1.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer:\n'],,,cell phone case
b7/b71b26e3.jpg,What color is the boat in the phone case?,White,['Question: What color is the boat in the phone case? Answer: The boat is in the water\n'],The boat is in the water,the boat is in the water,white
3f/3fe1663a.jpg,What color is the phone case?,Black,['Question: What color is the phone case? Answer: Black\n'],Black,black,black
97/97be0802.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A case for nokia 6\n'],A case for nokia 6,a case for nokia 6,cell phone case
dc/dcdab6f4.jpg,What color is the phone case?,Black and white,['Question: What color is the phone case? Answer: Black and white\n'],Black and white,black and white,black and white
de/de63f446.jpg,What color is the phone case?,White,['Question: What color is the phone case? Answer: white\n'],white,white,white
6b/6bdfb13c.jpg,What color is this cellular phone case?,Other,['Question: What color is this cellular phone case? Answer: Red\n'],Red,red,other
d8/d8bfbe90.jpg,What color is the cell phone case?,Green,['Question: What color is the cell phone case? Answer: green\n'],green,green,green
f8/f867337a.jpg,What material is the phone case made of?,Plastic,['Question: What material is the phone case made of? Answer: Polycarbonate\n'],Polycarbonate,polycarbonate,plastic
cb/cbe2d936.jpg,What color is this cell phone case?,Pink,['Question: What color is this cell phone case? Answer: Pink\n'],Pink,pink,pink
7c/7c46dfc5.jpg,What type of product is this?,Phone case,['Question: What type of product is this? Answer: mobile phone case\n'],mobile phone case,mobile phone case,phone case
79/79a8eba0.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: iphone 7 plus case\n'],iphone 7 plus case,iphone 7 plus case,cellular phone case
df/df71e998.jpg,What color is the phone case?,"Gold, black and white",['Question: What color is the phone case? Answer: gold glitter\n'],gold glitter,gold glitter,gold black and white
15/157a26f7.jpg,What color is this cellular phone case?,Orange,['Question: What color is this cellular phone case? Answer: Orange\n'],Orange,orange,orange
2b/2b45df7c.jpg,What is the main color of this phone case?,Pink,['Question: What is the main color of this phone case? Answer: pink\n'],pink,pink,pink
b9/b9925f43.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: iphone case\n'],iphone case,iphone case,cellular phone case
ac/ac7dab16.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
45/4523079a.jpg,What is the main color of this phone case?,Multicolor,['Question: What is the main color of this phone case? Answer: Black\n'],Black,black,multicolor
5a/5a585ad5.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cellular phone case
59/59245228.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
a9/a9bd526b.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: girl boss\n'],girl boss,girl boss,cell phone case
84/84130dc9.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Mobile phone case\n'],Mobile phone case,mobile phone case,cellular phone case
3c/3c8d50d7.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cell phone case
7e/7ead26c4.jpg,What color is this phone case?,Gold,['Question: What color is this phone case? Answer: gold glitter\n'],gold glitter,gold glitter,gold
1e/1e8a387e.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
f8/f80692e6.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a phone case\n'],This is a phone case,this is a phone case,cell phone case
29/29f07763.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a mobile phone case\n'],This is a mobile phone case,this is a mobile phone case,cellular phone case
f3/f35b5104.jpg,What color is the phone case in the image?,Pink,['Question: What color is the phone case in the image? Answer: Hello Kitty\n'],Hello Kitty,hello kitty,pink
a3/a3f16b07.jpg,What color is this phone case?,Black,['Question: What color is this phone case? Answer: Black\n'],Black,black,black
ed/ed74d437.jpg,What is the main color of this cellular phone case?,Rainbow,['Question: What is the main color of this cellular phone case? Answer: It is a rainbow glitter\n'],It is a rainbow glitter,it is a rainbow glitter,rainbow
97/971defc6.jpg,What is the main color of the product?,Multicolor,['Question: What is the main color of the product? Answer: Black\n'],Black,black,multicolor
f0/f0f638bb.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: iphone xr case\n'],iphone xr case,iphone xr case,cell phone case
86/8680c2ff.jpg,What color is the dog on the phone case?,White,['Question: What color is the dog on the phone case? Answer: White\n'],White,white,white
b5/b5c8c16b.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A mobile phone case\n'],A mobile phone case,a mobile phone case,cellular phone case
b3/b3e291ab.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a phone case for moto g6'],This is a phone case for moto g6,this is a phone case for moto g6,cellular phone case
4f/4f7a7d70.jpg,What color is the case?,Multicolor,['Question: What color is the case? Answer: The case is in white color\n'],The case is in white color,the case is in white color,multicolor
93/9322d30c.jpg,What color is the phone case in the image?,Pink,['Question: What color is the phone case in the image? Answer: pink\n'],pink,pink,pink
29/29f7c39c.jpg,What type of phone case is this?,Xiaomi redmi go,['Question: What type of phone case is this? Answer: This is a phone case for the\n'],This is a phone case for the,this is a phone case for the,xiaomi redmi go
96/96841698.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: This is a case for the samsung galaxy s'],This is a case for the samsung galaxy s,this is a case for the samsung galaxy s,cellular phone case
4b/4b99c6e7.jpg,What color is this cell phone case?,Pink,['Question: What color is this cell phone case? Answer: it is a colorful candy\n'],it is a colorful candy,it is a colorful candy,pink
c7/c7efc475.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
0e/0ea5fe16.jpg,What is the main color of this product?,Multicolor,['Question: What is the main color of this product? Answer: Red\n'],Red,red,multicolor
60/6018fe85.jpg,What is the main color of the phone case in the image?,Black,['Question: What is the main color of the phone case in the image? Answer: Black\n'],Black,black,black
05/0599682e.jpg,What is the main color of this product?,Brown,['Question: What is the main color of this product? Answer: Black\n'],Black,black,brown
f7/f79aed04.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Artistic lion\n'],Artistic lion,artistic lion,cellular phone case
4b/4b412a46.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
0b/0b3437cd.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: This is a phone case for samsung galaxy a'],This is a phone case for samsung galaxy a,this is a phone case for samsung galaxy a,cell phone case
12/1209a9d9.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Love\n'],Love,love,cellular phone case
85/85a37574.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
21/211ed451.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: mobile phone case\n'],mobile phone case,mobile phone case,cellular phone case
cb/cb902bac.jpg,What type of phone case is this?,Samsung galaxy s4 mini,['Question: What type of phone case is this? Answer: S4\n'],S4,s4,samsung galaxy s4 mini
af/af1a9ef4.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
b2/b210ddc0.jpg,What color is the case?,Pink and blue,['Question: What color is the case? Answer: pink and blue\n'],pink and blue,pink and blue,pink and blue
4f/4f36be04.jpg,What material is this cell phone case made of?,Plastic,['Question: What material is this cell phone case made of? Answer: Plastic\n'],Plastic,plastic,plastic
25/253d6ba9.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
f7/f773eeb4.jpg,What color is this cat phone case?,Multicolor,['Question: What color is this cat phone case? Answer: white\n'],white,white,multicolor
2f/2faca042.jpg,What type of product is this?,cell phone case,['Question: What type of product is this? Answer: SONY Xperia XZ1 Compact\n'],SONY Xperia XZ1 Compact,sony xperia xz1 compact,cell phone case
84/848d9945.jpg,What is the main color of the case?,"Pink, blue, green",['Question: What is the main color of the case? Answer: pink and blue\n'],pink and blue,pink and blue,pink blue green
ab/ab377ec9.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
4e/4ef21826.jpg,What color is this phone case?,Teal,['Question: What color is this phone case? Answer: Blue\n'],Blue,blue,teal
82/82f92305.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Case for samsung galaxy s8\n'],Case for samsung galaxy s8,case for samsung galaxy s8,cellular phone case
31/31034209.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer:\n'],,,cellular phone case
6f/6f296491.jpg,What is the main color of this product?,Pink,['Question: What is the main color of this product? Answer: Pink\n'],Pink,pink,pink
b0/b01d680d.jpg,What is the main color of this item?,Purple,['Question: What is the main color of this item? Answer: Blue\n'],Blue,blue,purple
64/6461b717.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: Motorola moto g4 plus case\n'],Motorola moto g4 plus case,motorola moto g4 plus case,cellular phone case
d7/d7be06bb.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Motorola Moto G7 Power\n'],Motorola Moto G7 Power,motorola moto g7 power,cellular phone case
ff/ffc1739d.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer:\n'],,,cellular phone case
f0/f0060047.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
03/03d2e614.jpg,What is the product category of the image?,Cellular phone case,['Question: What is the product category of the image? Answer: wood\n'],wood,wood,cellular phone case
59/597650d8.jpg,What is the main color of this cell phone case?,Dark grey,['Question: What is the main color of this cell phone case? Answer: gray\n'],gray,gray,dark grey
02/0252526a.jpg,What is the color of the phone case?,Pink,['Question: What is the color of the phone case? Answer: Hello kitty\n'],Hello kitty,hello kitty,pink
4b/4bce7bf6.jpg,What type of product is this?,cell phone case,['Question: What type of product is this? Answer: Pencils in a vase\n'],Pencils in a vase,pencils in a vase,cell phone case
0f/0f63b668.jpg,What is the color of this cell phone case?,Pink,['Question: What is the color of this cell phone case? Answer: pink\n'],pink,pink,pink
79/79a38a92.jpg,What is the main visible object in this image?,Cell phone case,['Question: What is the main visible object in this image? Answer: The main visible object in this image is a phone'],The main visible object in this image is a phone,the main visible object in this image is a phone,cell phone case
4c/4ce39d55.jpg,What color is this cellular phone case?,Purple,['Question: What color is this cellular phone case? Answer: purple flowers\n'],purple flowers,purple flowers,purple
3a/3a6d64cf.jpg,What color is this cellular phone case?,Multicolor,['Question: What color is this cellular phone case? Answer: black\n'],black,black,multicolor
fe/fe768ae7.jpg,What is the primary color of this product?,Yellow,['Question: What is the primary color of this product? Answer: Yellow\n'],Yellow,yellow,yellow
cb/cbd04418.jpg,What is the main color of the case?,White,['Question: What is the main color of the case? Answer: Black\n'],Black,black,white
b4/b414baea.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
72/72bf8b3c.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
e2/e20dbeb3.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
ea/eade164f.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
ac/ac60f80b.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: It is a case for samsung galaxy a5'],It is a case for samsung galaxy a5,it is a case for samsung galaxy a5,cellular phone case
80/80fe1481.jpg,What color is the phone case?,Multicolor,['Question: What color is the phone case? Answer:\n'],,,multicolor
19/19ce478f.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
90/90ce58d0.jpg,What is the main color of this cell phone case?,Orange,['Question: What is the main color of this cell phone case? Answer: Orange\n'],Orange,orange,orange
b0/b07218c7.jpg,What color is the phone case?,White and black,['Question: What color is the phone case? Answer: Black and white\n'],Black and white,black and white,white and black
b3/b368bc7a.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
69/69979c27.jpg,What is the main color of the product?,Gray,['Question: What is the main color of the product? Answer: Black\n'],Black,black,gray
90/9023eacf.jpg,What type of product is this?,Phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,phone case
f0/f044f52d.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cell phone case
65/656c2168.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cell phone case
03/03348087.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: a case for samsung galaxy j7 2017\n'],a case for samsung galaxy j7 2017,a case for samsung galaxy j7 2017,cellular phone case
f3/f37615d1.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
80/8021c7a7.jpg,What color is the cat in the image?,Pink,['Question: What color is the cat in the image? Answer: pink\n'],pink,pink,pink
5b/5b63846d.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: Mobile phone case\n'],Mobile phone case,mobile phone case,cell phone case
19/1964fdce.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: This is a mobile phone case\n'],This is a mobile phone case,this is a mobile phone case,cellular phone case
c9/c905b881.jpg,What type of product is this?,cell phone case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cell phone case
84/84bb4425.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
09/09fce3ac.jpg,What color is the phone case in the image?,Purple,['Question: What color is the phone case in the image? Answer: Purple\n'],Purple,purple,purple
d3/d3324fee.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Case for iphone 5s\n'],Case for iphone 5s,case for iphone 5s,cellular phone case
98/9803c2f0.jpg,What color is this cellular phone case?,Blue,['Question: What color is this cellular phone case? Answer: Blue\n'],Blue,blue,blue
26/264ed479.jpg,What color is the product?,Multicolor,['Question: What color is the product? Answer: White\n'],White,white,multicolor
3e/3e2ff287.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cell phone case
4e/4ed7688c.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
6a/6a00fb17.jpg,What color is the product?,Pink,['Question: What color is the product? Answer: White\n'],White,white,pink
8f/8f80f666.jpg,What type of product is this?,Cellular_phone_case,['Question: What type of product is this? Answer: iphone 6 case\n'],iphone 6 case,iphone 6 case,cellular phone case
19/19d87bda.jpg,What is the color of this case?,Blue,"['Question: What is the color of this case? Answer: Red, blue, and white\n']","Red, blue, and white",red blue and white,blue
a1/a123a6f5.jpg,What type of product is this?,Cell phone case,['Question: What type of product is this? Answer: a samsung s8 case\n'],a samsung s8 case,a samsung s8 case,cell phone case
2d/2dcd9f7a.jpg,What type of phone case is this?,Motorola,['Question: What type of phone case is this? Answer: This is a phone case for the htc one'],This is a phone case for the htc one,this is a phone case for the htc one,motorola
59/59c4c59a.jpg,What material is the case made of?,Silicon,['Question: What material is the case made of? Answer:\n'],,,silicon
1b/1b492619.jpg,What type of phone case is this?,Huawei g8,['Question: What type of phone case is this? Answer: it is a phone case with an abstract painting\n'],it is a phone case with an abstract painting,it is a phone case with an abstract painting,huawei g8
fe/fe24dcd3.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer: Product is a phone case\n'],Product is a phone case,product is a phone case,cellular phone case
81/813cbbb0.jpg,What is the main color of this product?,Transparent,['Question: What is the main color of this product? Answer: Clear\n'],Clear,clear,transparent
0c/0c8032f8.jpg,What type of product is this?,Phone case,['Question: What type of product is this? Answer: Coffee is always a good idea\n'],Coffee is always a good idea,coffee is always a good idea,phone case
04/04c2bafc.jpg,What type of product is this?,Cellular phone case,['Question: What type of product is this? Answer:\n'],,,cellular phone case
